LeadNum,name,site,type,phone,full_address,rating,reviews,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,working_hours,business_status,about,range,description,verified,owner_title,reservation_links,booking_appointment_link,menu_link,order_links
MJ-LEAD-SalemNHRestaurant-Oct25-064,Maddies Bagel and Eatery,https://maddiesnh.com/,Breakfast restaurant,+1 603-894-0094,"240 N Broadway, Salem, NH 03079",4.7,882,11,9,25,128,709,206,"{""Monday"": ""7AM-2PM"", ""Tuesday"": ""7AM-2PM"", ""Wednesday"": ""7AM-2PM"", ""Thursday"": ""7AM-2PM"", ""Friday"": ""7AM-2PM"", ""Saturday"": ""7AM-2PM"", ""Sunday"": ""7AM-2PM""}",OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Great coffee"": true, ""Great tea selection"": true, ""Serves local specialty"": true}, ""Popular for"": {""Breakfast"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Coffee"": true, ""Comfort food"": true, ""Healthy options"": true, ""Quick bite"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Usually a wait"": true, ""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$,Simple outfit in a strip mall offering breakfast bites along with artisanal sandwiches & more.,TRUE,Maddies Bagel and Eatery,,"https://www.google.com/viewer/chooseprovider?mid=/g/1tf43zsn&g2lbs=AO8LyOJNCiWRedQd17uZ6JxdfNBvx2EYy6KSzLSNsUHnsfjFX7nhag2qS3HbNony3UrDVITddTau_7UZbm1eaWEUphP4zUUlvhbk9iin-kv17XzY_sDwpj3k4CQ9fpe8ynvnaJdJnAVl&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6DyaP3BF7yfw8cP-bLXuQU&ei=L6DyaP3BF7yfw8cP-bLXuQU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-065,Kong dog,https://kongdog.us/,Fast food restaurant,+1 603-824-6047,"99 Rockingham Park Blvd, Salem, NH 03079",4.3,21,3,0,0,2,16,88,"{""Monday"": ""11AM-8PM"", ""Tuesday"": ""11AM-8PM"", ""Wednesday"": ""11AM-8PM"", ""Thursday"": ""11AM-8PM"", ""Friday"": ""11AM-9PM"", ""Saturday"": ""11AM-9PM"", ""Sunday"": ""11AM-6PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Offerings"": {""Coffee"": true, ""Quick bite"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true}, ""Atmosphere"": {""Casual"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}}",$,,TRUE,Kong dog,,"https://www.google.com/viewer/chooseprovider?mid=/g/11wwkwmzm4&g2lbs=AO8LyOJ4DiwG5siihd1MT5ZwksPx9UhPY-53M5m43X26GQaggMGIIh1lDAmDAxm4CoytoqDJrbTicOGNwKSXkBdKLRKd1-EC_a9Q1uKQKpTq-8HKoJ0Ubr4otM0giHaAxm0BDDYcjkfk&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6DyaP3BF7yfw8cP-bLXuQU&ei=L6DyaP3BF7yfw8cP-bLXuQU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-066,Cancun Pizza,https://www.cancunpizza.com/,Pizza restaurant,+1 603-893-0110,"1 Keewaydin Dr, Salem, NH 03079",4.2,5,1,0,0,0,4,21,"{""Monday"": ""3-10PM"", ""Tuesday"": ""3-11PM"", ""Wednesday"": ""3-11PM"", ""Thursday"": ""3PM-12AM"", ""Friday"": ""3PM-12AM"", ""Saturday"": ""3PM-12AM"", ""Sunday"": ""3-11PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Sports"": true}, ""Popular for"": {""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Happy hour drinks"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Late-night food"": true, ""Quick bite"": true, ""Vegan options"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Has changing table(s)"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""On-site parking"": true}}",,,TRUE,Cancun Pizza,,"https://www.google.com/viewer/chooseprovider?mid=/g/11m6qydqz1&g2lbs=AO8LyOIHXAGrgrf4LEi_8JJ4YbmhSgDd1D2gQ6TBRFGjImBpAFagr4KvP58wVo1K0vyK8SVVsqfkA8xqTG0P31PBmak6cpcoYASDtc5ZwJAeKVb6h3VSeb9VWepBeziZAOx0ouJSm7fg&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6DyaP3BF7yfw8cP-bLXuQU&ei=L6DyaP3BF7yfw8cP-bLXuQU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-067,Chick-fil-A Tuscan Village,https://www.chick-fil-a.com/locations/nh/tuscan-village-nh,Fast food restaurant,+1 978-872-1421,"14 S Village Dr, Salem, NH 03079",4.4,927,65,29,50,136,647,211,"{""Monday"": ""6:30AM-10PM"", ""Tuesday"": ""6:30AM-10PM"", ""Wednesday"": ""6:30AM-10PM"", ""Thursday"": ""6:30AM-10PM"", ""Friday"": ""6:30AM-10PM"", ""Saturday"": ""6:30AM-10PM"", ""Sunday"": ""Closed""}",OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Drive-through"": true, ""Onsite services"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Popular for"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Offerings"": {""Coffee"": true, ""Quick bite"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Counter service"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""Has changing table(s)"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$,Fast-food chain serving chicken sandwiches & nuggets along with salads & sides.,TRUE,Chick-fil-A Tuscan Village,,"https://www.google.com/viewer/chooseprovider?mid=/g/11rj6h4ptc&g2lbs=AO8LyOI_oMAKkx1i_iWu80zP2Qe9Ln8ae0JtkUwGRu7STCtncdi7mZ2zWtV0O16M9vyzWsqYueeSxrO_H7RS5Dgf2q5vToQMmVIm8Jh7Mpmn0-qAg3mJSQ72Whw5Dr2x7zKKUAqH2mxH&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6DyaP3BF7yfw8cP-bLXuQU&ei=L6DyaP3BF7yfw8cP-bLXuQU&fo_s=OA,SOE&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-068,Suppa's Pizza Salem,http://www.suppaspizzasalem.com/,Pizza restaurant,+1 603-328-5460,"5 Lawrence Rd, Salem, NH 03079",4.4,309,25,11,17,25,231,80,"{""Monday"": ""Closed"", ""Tuesday"": ""11AM-8PM"", ""Wednesday"": ""11AM-8PM"", ""Thursday"": ""11AM-9PM"", ""Friday"": ""11AM-9PM"", ""Saturday"": ""11AM-9PM"", ""Sunday"": ""11AM-8PM""}",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""Locals"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}, ""Pets"": {""Dogs allowed outside"": true}}",$$,,TRUE,Suppa's Pizza Salem,,"https://www.google.com/viewer/chooseprovider?mid=/g/11gw39p02m&g2lbs=AO8LyOL5wnGM9cUn-QJ4v2vb7TlPVlEr6tTBso63iBrNDu_f4Apzzn4UFYn2Oly6AlcI2Qp5iMRWa7L-m-DuoVOwqjOHmbsD6hrh7Ga8xtXfEFkJ6i3yJiJom3iwoHHHCVSwfUnFbqrf&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6DyaP3BF7yfw8cP-bLXuQU&ei=L6DyaP3BF7yfw8cP-bLXuQU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-069,Margaritas Mexican Restaurant,https://www.margs.com/salem,Mexican restaurant,+1 603-893-0110,"1 Keewaydin Dr, Salem, NH 03079",4,1077,114,53,136,216,558,517,"{""Monday"": ""3-10PM"", ""Tuesday"": ""3-11PM"", ""Wednesday"": ""3-11PM"", ""Thursday"": ""3PM-12AM"", ""Friday"": ""3PM-1AM"", ""Saturday"": ""3PM-1AM"", ""Sunday"": ""3-11PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true, ""Sports"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Comfort food"": true, ""Happy hour drinks"": true, ""Happy hour food"": true, ""Hard liquor"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegetarian options"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""College students"": true, ""Family-friendly"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$$,"Mexican handcrafts decorate this chain serving tacos, enchiladas, margaritas & other classics.",TRUE,Margaritas Mexican Restaurant,,"https://www.google.com/viewer/chooseprovider?mid=/g/1tvymt2x&g2lbs=AO8LyOJKlgnzOsrkJn-LsfGs5rz5l6MBSGJ_u0mRSvIWH014NcmmNknTFE3-qGxMWIFsgcfDvXrNi3lsNqQ1vu4Ex6fjmavA9kyTdxhM6TLyVDXrsB4RvvZdQdn0ntC4QwEBktpTAONm&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6DyaP3BF7yfw8cP-bLXuQU&ei=L6DyaP3BF7yfw8cP-bLXuQU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-070,Blue House Family Pizza Salem,https://bluehouseofpizza.com/,Pizza restaurant,+1 603-890-1131,"3 Hampshire St, Salem, NH 03079",4.4,720,50,18,48,96,508,216,"{""Monday"": ""10:30AM-10PM"", ""Tuesday"": ""10:30AM-10PM"", ""Wednesday"": ""10:30AM-10PM"", ""Thursday"": ""10:30AM-10PM"", ""Friday"": ""10:30AM-10:30PM"", ""Saturday"": ""10:30AM-10:30PM"", ""Sunday"": ""11AM-10PM""}",OPERATIONAL,"{""Service options"": {""Curbside pickup"": true, ""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": false, ""Wheelchair accessible seating"": false}, ""Offerings"": {""Comfort food"": true, ""Quick bite"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""Locals"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$,,TRUE,Blue House Family Pizza Salem,,"https://www.google.com/viewer/chooseprovider?mid=/g/1ttdn_jg&g2lbs=AO8LyOIY8zxD7GP7wjGjKjKtLCZQHdDinHcE4S-MoqYpk2sbP99DnMSxasXuzIEurV0gMjToTQX3ciuYJt66KouCSyeyvcR_UCL6oO4Qbt-9DOrDXaClvgllD4MFC9OBQo3gMVMRF3nO&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6DyaP3BF7yfw8cP-bLXuQU&ei=L6DyaP3BF7yfw8cP-bLXuQU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-071,Top Gun Grille,,Restaurant,,"60 Lowell Rd, Salem, NH 03079",,,,,,,,1,,OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Popular for"": {""Lunch"": true, ""Dinner"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Offerings"": {""Comfort food"": true}, ""Dining options"": {""Dinner"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Locals"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true}}",,,FALSE,Top Gun Grille,,,,
MJ-LEAD-SalemNHRestaurant-Oct25-072,Wasabi Steak House,http://www.nhwasabisteakhouse.com/,Japanese restaurant,+1 603-890-1688,"236 N Broadway B, Salem, NH 03079",4.4,638,31,13,38,156,400,381,"{""Monday"": ""11AM-3PM,4:30-9:30PM"", ""Tuesday"": ""11AM-3PM,4:30-9:30PM"", ""Wednesday"": ""11AM-3PM,4:30-9:30PM"", ""Thursday"": ""11AM-3PM,4:30-9:30PM"", ""Friday"": ""11AM-3PM,4:30-10:30PM"", ""Saturday"": ""11AM-10:30PM"", ""Sunday"": ""12-9:30PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true, ""Great cocktails"": true, ""Great tea selection"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Coffee"": true, ""Hard liquor"": true, ""Healthy options"": true, ""Late-night food"": true, ""Small plates"": true, ""Wine"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Dinner reservations recommended"": true, ""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$$,"Dynamic, casual choice for Japanese cuisine from hibachi cooked tableside to a wide sushi selection.",TRUE,Wasabi Steak House,,"https://www.google.com/viewer/chooseprovider?mid=/g/1vysxjv8&g2lbs=AO8LyOKNHHTzx_pTX4_MNsKsbxEiOm8Lj7PnproPBmNyi_BZTkEIEV0KE6_US65WZaGNQxUuuwsHOGUFszp8lGTWKNATR1MbDH3sYRvSMo8dhNBmgqwZq2kPaPwvlIW3AviBI8eK3-Ty&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6DyaP3BF7yfw8cP-bLXuQU&ei=L6DyaP3BF7yfw8cP-bLXuQU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-073,Sammy J's Breakfast Cafe,,Breakfast restaurant,+1 603-894-5395,"144 Main St, Salem, NH 03079",4.5,726,21,11,47,149,498,143,"{""Monday"": ""6AM-1:30PM"", ""Tuesday"": ""6AM-1:30PM"", ""Wednesday"": ""6AM-1:30PM"", ""Thursday"": ""6AM-1:30PM"", ""Friday"": ""6AM-1:30PM"", ""Saturday"": ""6AM-1:30PM"", ""Sunday"": ""6AM-1:30PM""}",OPERATIONAL,"{""Service options"": {""Takeout"": true, ""Dine-in"": true, ""Delivery"": false}, ""Highlights"": {""Great coffee"": true, ""Serves local specialty"": true}, ""Popular for"": {""Breakfast"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Coffee"": true, ""Comfort food"": true, ""Healthy options"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Breakfast"": true, ""Brunch"": true, ""Lunch"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": true}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$,,TRUE,Sammy J's Breakfast Cafe,,,,
MJ-LEAD-SalemNHRestaurant-Oct25-074,Five Guys,https://restaurants.fiveguys.com/291-south-broadway,Hamburger restaurant,+1 603-952-4994,"291 S Broadway, Salem, NH 03079",4.4,442,23,11,24,92,292,197,"{""Monday"": ""11AM-10PM"", ""Tuesday"": ""11AM-10PM"", ""Wednesday"": ""11AM-10PM"", ""Thursday"": ""11AM-10PM"", ""Friday"": ""11AM-10PM"", ""Saturday"": ""11AM-10PM"", ""Sunday"": ""11AM-10PM""}",OPERATIONAL,"{""Service options"": {""No-contact delivery"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Quick bite"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Dessert"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""College students"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$$,"Fast-food chain with made-to-order burgers, fries & hot dogs, plus free peanuts while you wait.",TRUE,Five Guys,,"https://www.google.com/viewer/chooseprovider?mid=/g/11h55zpk6f&g2lbs=AO8LyOLXczr3NapzTkhJB8SezuBRaEpD_24zFTLz6YxssFqedDrTlyspHsh66miTKFqKr7Cci4BMGXOZkHVm13mQgQjMGnDcGCkDV09X1yeyIo2KGz0NfRe2ab7KGddiOqXeqRg6A1Kx&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=L6DyaP3BF7yfw8cP-bLXuQU&ei=L6DyaP3BF7yfw8cP-bLXuQU&fo_s=OA,SOE&opi=79508299&ebb=1&cs=0&foub=mcpp",,
MJ-LEAD-SalemNHRestaurant-Oct25-075,Salem House of Pizza,http://www.salemhouseofpizza.com/menu.jsp,Pizza restaurant,+1 603-893-5250,"115 Main St A, Salem, NH 03079",4,281,33,15,28,37,168,26,"{""Monday"": ""11AM-11PM"", ""Tuesday"": ""11AM-11PM"", ""Wednesday"": ""11AM-11PM"", ""Thursday"": ""11AM-10PM"", ""Friday"": ""11AM-11PM"", ""Saturday"": ""11AM-11PM"", ""Sunday"": ""11AM-10PM""}",OPERATIONAL,"{""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Popular for"": {""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Comfort food"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Seating"": true, ""Table service"": false}, ""Amenities"": {""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Quiet"": true}, ""Crowd"": {""College students"": true, ""Family-friendly"": true, ""Groups"": true, ""Locals"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true, ""High chairs"": true, ""Kids' menu"": true}, ""Parking"": {""Free parking lot"": true, ""Free street parking"": true, ""Parking"": true}}",$,,FALSE,Salem House of Pizza,,,,
